index,image_link,group_id,entity_name
78406,https://m.media-amazon.com/images/I/61+gCBvUNnL.jpg,668667,height
78410,https://m.media-amazon.com/images/I/61+gPad5XxL.jpg,150535,height
78414,https://m.media-amazon.com/images/I/61+gVXjmXSL.jpg,501250,height
78343,https://m.media-amazon.com/images/I/61+dT23HRIL.jpg,752266,height
78342,https://m.media-amazon.com/images/I/61+dSKZSy3L.jpg,594224,height
78340,https://m.media-amazon.com/images/I/61+dKDFXGrL.jpg,488964,height
78337,https://m.media-amazon.com/images/I/61+d8FP6x6L.jpg,866516,height
78273,https://m.media-amazon.com/images/I/61+aoNKHg0L.jpg,478357,height
78275,https://m.media-amazon.com/images/I/61+aomP6H7L.jpg,702157,height
78277,https://m.media-amazon.com/images/I/61+arfnvDNL.jpg,507619,height
78279,https://m.media-amazon.com/images/I/61+au67Rw6L.jpg,963595,height
78284,https://m.media-amazon.com/images/I/61+b6bLvIvL.jpg,931247,height
78285,https://m.media-amazon.com/images/I/61+b9jz+wbL.jpg,178958,height
78286,https://m.media-amazon.com/images/I/61+bBwphpAS.jpg,347404,height
78288,https://m.media-amazon.com/images/I/61+bE8n5mXL.jpg,180410,height
78292,https://m.media-amazon.com/images/I/61+bLTr98vL.jpg,311997,height
78294,https://m.media-amazon.com/images/I/61+bLwbw7cL.jpg,640408,height
78297,https://m.media-amazon.com/images/I/61+bUezflmS.jpg,877667,height
78419,https://m.media-amazon.com/images/I/61+gfimNAdL.jpg,849273,height
78304,https://m.media-amazon.com/images/I/61+bZuznjQL.jpg,483370,height
78308,https://m.media-amazon.com/images/I/61+bf4qzc4L.jpg,944592,height
78310,https://m.media-amazon.com/images/I/61+biKFgFDL.jpg,276611,height
78311,https://m.media-amazon.com/images/I/61+bjTDbbvL.jpg,752266,height
78314,https://m.media-amazon.com/images/I/61+c9bP2l1L.jpg,860080,height
78315,https://m.media-amazon.com/images/I/61+cJRvcKVL.jpg,453674,height
78321,https://m.media-amazon.com/images/I/61+cXFkBrNL.jpg,488883,height
78323,https://m.media-amazon.com/images/I/61+caT8GAfL.jpg,174276,height
78324,https://m.media-amazon.com/images/I/61+cjUrutbL.jpg,178778,height
78328,https://m.media-amazon.com/images/I/61+czkKvUlL.jpg,529606,height
78329,https://m.media-amazon.com/images/I/61+d+vGhW8L.jpg,521308,height
78333,https://m.media-amazon.com/images/I/61+d85AnhHL.jpg,916768,height
78306,https://m.media-amazon.com/images/I/61+bdiBcoML.jpg,776058,height
78268,https://m.media-amazon.com/images/I/61+afCmowsL.jpg,241608,height
78420,https://m.media-amazon.com/images/I/61+ghoSxTgL.jpg,849273,height
78423,https://m.media-amazon.com/images/I/61+h4rQ8CAL.jpg,823083,height
78501,https://m.media-amazon.com/images/I/61+kquiMYhL.jpg,913156,height
78503,https://m.media-amazon.com/images/I/61+l9wmeXEL.jpg,430434,height
78506,https://m.media-amazon.com/images/I/61+lE7paeSL.jpg,931856,height
78507,https://m.media-amazon.com/images/I/61+lIZfSTYS.jpg,245959,height
78509,https://m.media-amazon.com/images/I/61+lPoWL-JL.jpg,469317,height
78511,https://m.media-amazon.com/images/I/61+lSCCUVYL.jpg,849273,height
78514,https://m.media-amazon.com/images/I/61+lT4Lx8gL.jpg,149159,height
78515,https://m.media-amazon.com/images/I/61+lWz4a2NL.jpg,452717,height
78519,https://m.media-amazon.com/images/I/61+ljzA30vL.jpg,667819,height
78524,https://m.media-amazon.com/images/I/61+lo6UeT7L.jpg,640565,height
78525,https://m.media-amazon.com/images/I/61+looJOh-L.jpg,180410,height
78528,https://m.media-amazon.com/images/I/61+lqISvszL.jpg,368364,height
78533,https://m.media-amazon.com/images/I/61+m6gMUWEL.jpg,142748,height
78534,https://m.media-amazon.com/images/I/61+mAyynWEL.jpg,106003,height
78535,https://m.media-amazon.com/images/I/61+mLyfFdaL.jpg,276611,height
78536,https://m.media-amazon.com/images/I/61+mSkDSK-L.jpg,844474,height
78539,https://m.media-amazon.com/images/I/61+mg5idxbL.jpg,115666,height
78541,https://m.media-amazon.com/images/I/61+mjls7lrL.jpg,347404,height
78544,https://m.media-amazon.com/images/I/61+mpVNyZAL.jpg,470067,height
78545,https://m.media-amazon.com/images/I/61+mtQR9l6L.jpg,675317,height
78552,https://m.media-amazon.com/images/I/61+n3rtgjpL.jpg,599772,height
78555,https://m.media-amazon.com/images/I/61+n4tkgtGL.jpg,241608,height
78557,https://m.media-amazon.com/images/I/61+n5fQXthL.jpg,648011,height
78498,https://m.media-amazon.com/images/I/61+klMGMWPL.jpg,529606,height
78495,https://m.media-amazon.com/images/I/61+kQsqtFDL.jpg,311997,height
78494,https://m.media-amazon.com/images/I/61+kLdlF29L.jpg,844474,height
78493,https://m.media-amazon.com/images/I/61+kKvK8AYL.jpg,944936,height
78425,https://m.media-amazon.com/images/I/61+h85MlgvL.jpg,752266,height
78426,https://m.media-amazon.com/images/I/61+hFW2D1OL.jpg,115666,height
78430,https://m.media-amazon.com/images/I/61+hjLf1r7L.jpg,120219,height
78431,https://m.media-amazon.com/images/I/61+hjVfvOEL.jpg,801829,height
78432,https://m.media-amazon.com/images/I/61+hkdvClsL.jpg,347404,height
78433,https://m.media-amazon.com/images/I/61+hpY6ABGL.jpg,861555,height
78434,https://m.media-amazon.com/images/I/61+huPkcvDL.jpg,142748,height
78443,https://m.media-amazon.com/images/I/61+i5bNkzTL.jpg,524117,height
78444,https://m.media-amazon.com/images/I/61+iGENo7YL.jpg,759408,height
78448,https://m.media-amazon.com/images/I/61+iNZeSW0L.jpg,437623,height
78452,https://m.media-amazon.com/images/I/61+iOaxY2cL.jpg,801829,height
78421,https://m.media-amazon.com/images/I/61+gzg98AxL.jpg,362818,height
78455,https://m.media-amazon.com/images/I/61+iOpiGVmL.jpg,243137,height
78459,https://m.media-amazon.com/images/I/61+idRIXhOL.jpg,611510,height
78462,https://m.media-amazon.com/images/I/61+idkD5GCL.jpg,192915,height
78467,https://m.media-amazon.com/images/I/61+ijcjS20L.jpg,955522,height
78469,https://m.media-amazon.com/images/I/61+iujMXFCL.jpg,178778,height
78471,https://m.media-amazon.com/images/I/61+j3WdOC5L.jpg,161371,height
78473,https://m.media-amazon.com/images/I/61+jD4kvaaL.jpg,311997,height
78477,https://m.media-amazon.com/images/I/61+jT+1xNOL.jpg,210293,height
78479,https://m.media-amazon.com/images/I/61+je86wyfL.jpg,416664,height
78480,https://m.media-amazon.com/images/I/61+jpyJUy-L.jpg,876642,height
78482,https://m.media-amazon.com/images/I/61+jwy3UWwL.jpg,801829,height
78490,https://m.media-amazon.com/images/I/61+kBt0NRYL.jpg,483370,height
78457,https://m.media-amazon.com/images/I/61+iZo061IL.jpg,866516,height
78267,https://m.media-amazon.com/images/I/61+ackrCvRL.jpg,171418,height
78263,https://m.media-amazon.com/images/I/61+aWJT2EwL.jpg,113134,height
78262,https://m.media-amazon.com/images/I/61+aVyjJoVL.jpg,826444,height
78034,https://m.media-amazon.com/images/I/61+R0avkJNL.jpg,640408,height
78036,https://m.media-amazon.com/images/I/61+R0r8hmgS.jpg,955522,height
78042,https://m.media-amazon.com/images/I/61+RCka+M4L.jpg,558806,height
78043,https://m.media-amazon.com/images/I/61+RFxWJm+L.jpg,695925,height
78046,https://m.media-amazon.com/images/I/61+RHKYnrsL.jpg,943839,height
78048,https://m.media-amazon.com/images/I/61+RI+PSwKL.jpg,149708,height
78053,https://m.media-amazon.com/images/I/61+RgP6BVgL.jpg,304120,height
78059,https://m.media-amazon.com/images/I/61+Ry5kbqBL.jpg,365756,height
78062,https://m.media-amazon.com/images/I/61+S4Tc9n7L.jpg,178778,height
78063,https://m.media-amazon.com/images/I/61+S8+YWJ5L.jpg,362818,height
78065,https://m.media-amazon.com/images/I/61+SAu3qPDL.jpg,304120,height
78069,https://m.media-amazon.com/images/I/61+SNJZ+L5L.jpg,126471,height
78071,https://m.media-amazon.com/images/I/61+SSI4JboL.jpg,347830,height
78074,https://m.media-amazon.com/images/I/61+ScpvEYfL.jpg,931856,height
78077,https://m.media-amazon.com/images/I/61+Sewryy3L.jpg,311997,height
78079,https://m.media-amazon.com/images/I/61+Skhn8dwL.jpg,683885,height
