index,image_link,group_id,entity_name
105146,https://m.media-amazon.com/images/I/61EQ9oCXU4L.jpg,178778,height
105147,https://m.media-amazon.com/images/I/61EQBXGPQNL.jpg,652519,height
105150,https://m.media-amazon.com/images/I/61EQEETAz3L.jpg,418233,height
105151,https://m.media-amazon.com/images/I/61EQKnaTjBL.jpg,594224,height
105153,https://m.media-amazon.com/images/I/61EQQgB-fbL.jpg,931856,height
105155,https://m.media-amazon.com/images/I/61EQYmZJAEL.jpg,801829,height
105156,https://m.media-amazon.com/images/I/61EQf6ZATnL.jpg,437623,height
105128,https://m.media-amazon.com/images/I/61EP5JPMFwL.jpg,849273,height
104930,https://m.media-amazon.com/images/I/61EH75o5dKL.jpg,347404,height
104929,https://m.media-amazon.com/images/I/61EH3F97AES.jpg,433914,height
104927,https://m.media-amazon.com/images/I/61EH2qRQSnL.jpg,931247,height
104696,https://m.media-amazon.com/images/I/61E8W9r3FRL.jpg,682898,height
104700,https://m.media-amazon.com/images/I/61E8YFs91zL.jpg,823083,height
104706,https://m.media-amazon.com/images/I/61E8imTsbgL.jpg,745387,height
104709,https://m.media-amazon.com/images/I/61E9+3uPpcL.jpg,433914,height
104714,https://m.media-amazon.com/images/I/61E99DiArqL.jpg,931247,height
104716,https://m.media-amazon.com/images/I/61E9AYAFcRL.jpg,145452,height
104718,https://m.media-amazon.com/images/I/61E9CsXTSEL.jpg,237000,height
104719,https://m.media-amazon.com/images/I/61E9H3P6OTL.jpg,470067,height
104724,https://m.media-amazon.com/images/I/61E9RPy1CKL.jpg,988675,height
104725,https://m.media-amazon.com/images/I/61E9TlWAjmL.jpg,470067,height
104731,https://m.media-amazon.com/images/I/61E9Zm4BiJL.jpg,483370,height
104734,https://m.media-amazon.com/images/I/61E9iXLvgaL.jpg,464488,height
104738,https://m.media-amazon.com/images/I/61E9jaQ1+oL.jpg,952470,height
104741,https://m.media-amazon.com/images/I/61E9lwEW8HL.jpg,469317,height
104742,https://m.media-amazon.com/images/I/61E9pBkJffL.jpg,276611,height
104747,https://m.media-amazon.com/images/I/61EACuaodhL.jpg,276611,height
104748,https://m.media-amazon.com/images/I/61EAEAXq3uL.jpg,536334,height
104750,https://m.media-amazon.com/images/I/61EANn4JsBL.jpg,762585,height
104752,https://m.media-amazon.com/images/I/61EAQGGOFFL.jpg,886874,height
104753,https://m.media-amazon.com/images/I/61EAUSiNLJS.jpg,178778,height
104757,https://m.media-amazon.com/images/I/61EAbOnm1hL.jpg,659650,height
104767,https://m.media-amazon.com/images/I/61EAmQbPJ8L.jpg,784538,height
104769,https://m.media-amazon.com/images/I/61EAmRUbfLL.jpg,752266,height
104694,https://m.media-amazon.com/images/I/61E8GVnIfFL.jpg,396159,height
104693,https://m.media-amazon.com/images/I/61E8G6AImEL.jpg,793774,height
104690,https://m.media-amazon.com/images/I/61E88lvRWNL.jpg,362818,height
104688,https://m.media-amazon.com/images/I/61E80Aav2qS.jpg,237000,height
104615,https://m.media-amazon.com/images/I/61E5cJhjkNL.jpg,478357,height
104620,https://m.media-amazon.com/images/I/61E5k8Vm0aL.jpg,849273,height
104621,https://m.media-amazon.com/images/I/61E5l1tBmWL.jpg,683885,height
104626,https://m.media-amazon.com/images/I/61E5rdJcSZL.jpg,757743,height
104632,https://m.media-amazon.com/images/I/61E63BPShdL.jpg,119607,height
104634,https://m.media-amazon.com/images/I/61E67phN70L.jpg,166383,height
104639,https://m.media-amazon.com/images/I/61E69rkeX1L.jpg,434825,height
104643,https://m.media-amazon.com/images/I/61E6TQ40GQL.jpg,347404,height
